fecha,n,n_black,n_white,n_hisp
2020-08-17,8379,2115,3698,1449
2020-08-18,8382,2116,3699,1449
2020-08-19,8385,2116,3700,1450
2020-08-20,8390,2116,3703,1451
2020-08-21,8392,2116,3704,1451
2020-08-22,8396,2117,3704,1451
2020-08-23,8397,2117,3704,1451
2020-08-24,8399,2117,3704,1451
2020-08-25,8403,2118,3705,1451
2020-08-26,8405,2119,3705,1452
2020-08-27,8406,2119,3706,1452
2020-08-28,8407,2119,3706,1453
2020-08-29,8410,2121,3706,1453
2020-08-30,8412,2121,3707,1454
2020-08-31,8416,2122,3707,1456
2020-09-01,8417,2122,3708,1456
2020-09-02,8418,2123,3708,1456
2020-09-03,8421,2123,3710,1456
2020-09-04,8423,2124,3711,1456
2020-09-05,8426,2125,3712,1456
2020-09-06,8429,2125,3713,1456
2020-09-07,8430,2125,3714,1456
2020-09-09,8434,2126,3715,1456
2020-09-10,8439,2127,3717,1456
2020-09-11,8440,2127,3717,1456
2020-09-12,8442,2128,3717,1457
2020-09-13,8443,2128,3717,1458
2020-09-15,8446,2129,3718,1459
2020-09-16,8447,2129,3719,1459
2020-09-17,8448,2129,3719,1460
2020-09-18,8454,2129,3723,1460
2020-09-19,8457,2130,3724,1460
2020-09-20,8458,2130,3725,1460
2020-09-21,8462,2132,3725,1461
2020-09-22,8463,2132,3726,1461
2020-09-23,8464,2133,3726,1461
2020-09-24,8470,2133,3729,1462
2020-09-27,8472,2133,3729,1462
